id,target
200565,0.08125
200566,0.08125
200567,0.11875
200568,1.0
200569,0.0625
200570,0.0
200571,0.95625
200572,0.190625
200573,0.059375
200574,0.121875
200575,0.01875
200576,0.9375
200577,0.846875
200578,0.871875
200579,0.03125
200580,0.9109375
200581,0.634375
200582,0.0
200583,0.0
200584,0.040625
200585,0.0
200586,0.971875
200587,0.0
200588,0.703125
200589,0.171875
200590,0.66875
200591,0.1875
200592,0.0
200593,1.0
200594,0.0
200595,1.0
200596,0.0
200597,0.04375
200598,0.0
200599,0.2339992559523809
200600,0.14375
200601,0.0908952417834592
200602,0.621875
200603,1.0
200604,0.653125
200605,0.0
200606,0.80625
200607,0.0
200608,0.9625
200609,1.0
200610,0.2125
200611,0.0908952417834592
200612,0.065625
200613,0.0
200614,0.88125
200615,0.0
200616,0.0
200617,0.103125
200618,0.0
200619,0.83125
200620,0.96875
200621,0.0
200622,0.965625
200623,0.0
200624,0.134375
200625,0.9625
200626,0.321875
200627,0.946875
200628,0.7125
200629,0.875
200630,0.83125
200631,0.0
200632,0.98125
200633,0.078125
200634,0.234375
200635,0.528125
200636,0.096875
200637,0.896875
200638,0.9796875
200639,0.060950902994128156
200640,0.975
200641,0.321875
200642,0.0625
200643,0.85625
200644,0.05
200645,1.0
200646,0.0
200647,0.8625
200648,0.709375
200649,0.9625
200650,0.0
200651,0.9604166666666666
200652,0.06875
200653,0.953125
200654,0.734375
200655,0.078125
200656,1.0
200657,0.153125
200658,0.25
200659,0.9
200660,0.2375
200661,0.0
200662,0.73125
200663,0.990625
200664,0.940625
200665,0.0
200666,0.353125
200667,0.090625
200668,0.94375
200669,0.821875
200670,0.08125
200671,1.0
200672,0.0
200673,0.121875
200674,1.0
200675,0.990625
200676,0.0
200677,0.76015625
200678,0.665625
200679,0.090625
200680,1.0
200681,0.01875
200682,0.0625
200683,0.121875
200684,0.71875
200685,0.809375
200686,0.75625
200687,0.04375
200688,0.715625
200689,0.0
200690,0.084375
200691,0.0
200692,0.9625
200693,0.975
200694,0.9625
200695,0.890625
200696,0.0
200697,0.071875
200698,0.5814880952380952
200699,0.103125
200700,0.065625
200701,0.103125
200702,0.0908952417834592
200703,0.08125
200704,0.0
200705,0.965625
200706,0.0908952417834592
200707,1.0
200708,0.7015625
200709,0.19583333333333336
200710,0.8
200711,0.0
200712,0.184375
200713,1.0
200714,0.95
200715,1.0
200716,1.0
200717,0.990625
200718,0.709375
200719,0.0375
200720,0.0
200721,1.0
200722,0.1375
200723,0.725
200724,0.0
200725,0.703125
200726,1.0
200727,0.990625
200728,0.153125
200729,0.0
200730,0.040625
200731,0.7
200732,0.9125
200733,1.0
200734,0.36875
200735,0.221875
200736,0.00625
200737,0.115625
200738,0.975
200739,0.0908952417834592
200740,0.075
200741,0.975
200742,0.815625
200743,0.3
200744,1.0
200745,0.85625
200746,0.50625
200747,0.034375
200748,0.821875
200749,0.990625
200750,0.075
200751,0.840625
200752,0.0
200753,0.0908952417834592
200754,0.0
200755,0.7947916666666666
200756,0.0
200757,0.6125
200758,0.940625
200759,0.56875
200760,0.1625
200761,0.71875
200762,0.0
200763,0.0908952417834592
200764,1.0
200765,0.0
200766,0.8125
200767,0.86875
200768,0.040625
200769,0.059375
200770,0.0375
200771,0.859375
200772,0.0
200773,0.0
200774,0.6036458333333333
200775,0.06875
200776,0.86796875
200777,0.96875
200778,0.978125
200779,0.8375
200780,0.515625
200781,0.01875
200782,1.0
200783,0.215625
200784,0.240625
200785,0.0875
200786,0.071875
200787,0.059375
200788,1.0
200789,0.16875
200790,0.00625
200791,0.0
200792,0.14375
200793,0.890625
200794,0.4140625
200795,0.0
200796,0.9125
200797,0.953125
200798,0.0
200799,0.009375
200800,0.225
200801,0.778125
200802,0.8751936969790828
200803,0.05625
200804,0.36875
200805,0.971875
200806,0.953125
200807,0.0908952417834592
200808,0.11875
200809,0.878125
200810,0.95625
200811,0.6125
200812,0.03125
200813,0.0
200814,0.209375
200815,0.225
200816,0.0
200817,1.0
200818,0.096875
200819,0.39375
200820,0.978125
200821,0.215625
200822,0.80625
200823,0.0
200824,0.0
200825,0.996875
200826,0.0
200827,0.0
200828,0.9375
200829,0.040625
200830,0.815625
200831,1.0
200832,0.40625
200833,0.053125
200834,0.0
200835,0.86875
200836,0.3959821428571429
200837,1.0
200838,0.75
200839,0.0
200840,0.959375
200841,0.0
200842,0.921875
200843,0.0
200844,1.0
200845,0.834375
200846,0.83125
200847,0.23125
200848,0.75
200849,1.0
200850,0.165625
200851,0.0
200852,0.8265625
200853,0.125
200854,0.628125
200855,0.0
200856,0.70625
200857,0.0375
200858,0.0
200859,0.984375
200860,0.0
200861,0.0
200862,0.79375
200863,0.240625
200864,0.15
200865,0.159375
200866,0.9875
200867,0.096875
200868,0.0
200869,0.3
200870,0.321875
200871,1.0
200872,0.259375
200873,0.0908952417834592
200874,0.0375
200875,0.0
200876,0.8
200877,1.0
200878,0.0
200879,0.6625
200880,0.0
200881,1.0
200882,0.0
200883,0.0
200884,0.153125
200885,0.996875
200886,0.94375
200887,0.0
200888,0.0
200889,0.346875
200890,0.27455357142857145
200891,0.74375
200892,0.30625
200893,0.865625
200894,0.415625
200895,0.05625
200896,0.08541666666666667
200897,0.959375
200898,0.046875
200899,0.05
200900,0.0
200901,0.0
200902,0.6125
200903,0.8677678571428572
200904,0.821875
200905,0.140625
200906,0.0375
200907,0.071875
200908,0.840625
200909,0.833250109265735
200910,0.9875
200911,0.015625
200912,0.0908952417834592
200913,0.0
200914,0.871875
200915,0.784375
200916,0.878125
200917,0.978125
200918,0.10625
200919,0.0
200920,0.95
200921,0.94609375
200922,0.78125
200923,0.9125
200924,0.73
200925,0.925
200926,0.0
200927,0.84375
200928,0.99375
200929,0.06875
200930,0.0
200931,0.95
200932,0.0
200933,0.975
200934,0.990625
200935,0.0908952417834592
200936,0.765625
200937,0.85625
200938,0.909375
200939,0.134375
200940,1.0
200941,0.740625
200942,0.81875
200943,0.75625
200944,0.83125
200945,1.0
200946,0.0908952417834592
200947,0.103125
200948,0.00625
200949,0.0
200950,0.1875
200951,0.7953125
200952,0.0125
200953,0.49375
200954,0.871875
200955,0.01875
200956,0.096875
200957,0.090625
200958,0.94375
200959,0.025591041546266652
200960,0.0
200961,0.975
200962,0.9199999999999999
200963,0.953125
200964,0.909375
200965,0.16328125
200966,0.0
200967,0.1375
200968,0.834375
200969,1.0
200970,0.0125
200971,0.234375
200972,0.909375
200973,0.5375
200974,0.0
200975,0.75
200976,0.15625
200977,0.921875
200978,0.06875
200979,0.15625
200980,0.925
200981,1.0
200982,0.23125
200983,0.9364583333333332
200984,0.059375
200985,0.890625
200986,0.91875
200987,0.828125
200988,0.0
200989,1.0
200990,0.0
200991,0.003125
200992,0.971875
200993,0.990625
200994,1.0
200995,0.340625
200996,0.0
200997,0.971875
200998,0.984375
200999,0.9375
201000,0.134375
201001,0.0
201002,0.728125
201003,0.728125
201004,0.065625
201005,1.0
201006,0.071875
201007,0.95
201008,0.13125
201009,0.065625
201010,0.984375
201011,0.0
201012,0.5921875
201013,0.05
201014,0.0
201015,0.046875
201016,0.990625
201017,0.23660714285714288
201018,0.153125
201019,1.0
201020,0.0
201021,0.103125
201022,0.846875
201023,1.0
201024,0.0
201025,0.959375
201026,0.08125
201027,0.753125
201028,0.06257393796016032
201029,0.0
201030,0.9375
201031,0.0
201032,0.40104166666666663
201033,0.025
201034,0.0375
201035,0.803125
201036,0.021875
201037,0.728125
201038,0.0
201039,0.0
201040,0.0
201041,0.165625
201042,0.19375
201043,0.190625
201044,1.0
201045,0.996875
201046,0.0908952417834592
201047,0.271875
201048,0.11875
201049,0.190625
201050,0.225
201051,0.99375
201052,0.990625
201053,0.51875
201054,0.453125
201055,0.234375
201056,0.171875
201057,0.20625
201058,0.775
201059,0.065625
201060,0.85625
201061,0.003125
201062,0.025
201063,0.115625
201064,0.025
201065,0.109375
201066,0.0
201067,0.934375
201068,0.940625
201069,0.80625
201070,0.9
201071,0.009375
201072,0.0703125
201073,0.903125
201074,0.74375
201075,0.0
201076,0.0908952417834592
201077,0.9375
201078,0.996875
201079,0.0
201080,0.384375
201081,0.115625
201082,0.95625
201083,1.0
201084,0.0
201085,0.0
201086,0.24375
201087,0.028125
201088,0.978125
201089,0.909375
201090,0.909375
201091,1.0
201092,0.30625
201093,0.2
201094,1.0
201095,0.0
201096,0.0375
201097,0.0
201098,0.33125
201099,0.221875
201100,0.03875
201101,0.1875
201102,0.95625
201103,1.0
201104,1.0
201105,0.115625
201106,0.121875
201107,0.9875
201108,0.834375
201109,1.0
201110,0.865625
201111,1.0
201112,0.0
201113,0.0
201114,0.0
201115,0.74375
201116,0.265625
201117,0.971875
201118,0.040625
201119,0.990625
201120,0.1125
201121,0.0
201122,0.921875
201123,1.0
201124,0.246875
201125,0.96875
201126,0.053125
201127,0.01875
201128,0.91875
201129,0.0
201130,0.034375
201131,0.103125
201132,0.884375
201133,0.696875
201134,0.0
201135,0.7375
201136,0.796875
201137,0.084375
201138,0.0
201139,0.0
201140,0.078125
201141,0.125
201142,0.0
201143,0.0
201144,0.840625
201145,0.98125
201146,0.659375
201147,0.996875
201148,0.94375
201149,0.0
201150,0.925
201151,1.0
201152,0.9375
201153,0.003125
201154,0.003125
201155,0.18125
201156,0.996875
201157,0.95
201158,1.0
201159,1.0
201160,0.7828125
201161,0.053125
201162,0.003125
201163,0.23229166666666665
201164,0.303125
201165,0.2125
201166,1.0
201167,1.0
201168,0.103125
201169,0.03125
201170,0.928125
201171,0.925
201172,0.909375
201173,0.940625
201174,0.1125
201175,0.99375
201176,0.834375
201177,0.8125
201178,0.0
201179,0.884375
201180,0.040625
201181,0.59375
201182,0.03125
201183,0.05
201184,0.015625
201185,0.071875
201186,0.146875
201187,0.996875
201188,1.0
201189,1.0
201190,0.084375
201191,0.0
201192,0.86875
201193,0.0
201194,0.83125
201195,0.93125
201196,0.934375
201197,1.0
201198,0.959375
201199,0.7363095238095239
201200,0.071875
201201,0.0625
201202,0.94375
201203,1.0
201204,0.996875
201205,0.996875
201206,0.628125
201207,0.434375
201208,0.07508292543540938
201209,0.146875
201210,0.875
201211,0.4770833333333334
201212,0.8125
201213,0.25
201214,0.715625
201215,0.090625
201216,0.053125
201217,0.090625
201218,1.0
201219,0.73125
201220,0.003125
201221,0.0625
201222,0.303125
201223,0.0
201224,0.959375
201225,0.27528449033391916
201226,1.0
201227,0.9875
201228,0.8765625
201229,0.96875
201230,1.0
201231,0.0
201232,0.9125
201233,0.0
201234,0.878125
201235,0.990625
201236,0.9875
201237,0.9375
201238,0.328125
201239,0.059375
201240,1.0
201241,0.965625
201242,0.98125
201243,0.7375
201244,0.71875
201245,0.0625
201246,0.0
201247,0.984375
201248,0.25
201249,0.0
201250,0.671875
201251,0.0
201252,0.978125
201253,0.19296875
201254,0.978125
201255,0.04375
201256,0.39375
201257,0.0
201258,0.0
201259,0.821875
201260,0.096875
201261,0.0908952417834592
201262,0.075
201263,0.146875
201264,0.003125
201265,0.85625
201266,0.040625
201267,0.9036458333333333
201268,0.06875
201269,0.059375
201270,0.0
201271,0.971875
201272,0.0
201273,0.10625
201274,0.6375
201275,0.0125
201276,0.21875
201277,0.9625
201278,0.959375
201279,0.2984375
201280,0.78125
201281,0.959375
201282,0.928125
201283,0.871875
201284,0.0
201285,0.6875
201286,0.075
201287,0.971875
201288,0.090625
201289,0.984375
201290,0.015625
201291,0.8125
201292,1.0
201293,0.121875
201294,0.05625
201295,1.0
201296,0.949472592298827
201297,0.7959375
201298,0.946875
201299,0.7578125
201300,0.0
201301,0.85625
201302,0.0
201303,0.1
201304,0.796875
201305,1.0
201306,0.0
201307,0.421875
201308,0.909375
201309,0.996875
201310,0.0875
201311,0.06875
201312,0.128125
201313,0.0908952417834592
201314,0.8275
201315,1.0
201316,0.0
201317,0.84375
201318,0.0
201319,0.7
201320,0.1125
201321,0.0
201322,0.90625
201323,0.603125
201324,0.771875
201325,0.96875
201326,0.725
201327,0.06875
201328,0.7703125
201329,0.2625
201330,0.328125
201331,0.66875
201332,0.9380208333333334
201333,1.0
201334,0.20625
201335,0.175
201336,0.746875
201337,0.909375
201338,0.4189948928332218
201339,0.66875
201340,0.996875
201341,0.825
201342,0.171875
201343,0.1875
201344,0.821875
201345,0.85625
201346,0.5875
201347,0.55625
201348,0.6802083333333333
201349,0.553125
201350,0.0
201351,0.0
201352,0.99375
201353,0.1625
201354,0.071875
201355,0.1625
201356,0.428125
201357,0.0
201358,1.0
201359,0.625
201360,0.834375
201361,0.234375
201362,0.0908952417834592
201363,0.98125
201364,0.559375
201365,0.76875
201366,0.9875
201367,0.95
201368,0.0
201369,0.109375
201370,1.0
201371,0.078125
201372,0.2125
201373,0.925
201374,0.0
201375,0.5375
201376,0.0
201377,0.08125
201378,0.7375
201379,0.0
201380,0.984375
201381,1.0
201382,0.33125
201383,1.0
201384,0.0
201385,0.88125
201386,0.91875
201387,0.24375
201388,0.996875
201389,0.090625
201390,1.0
201391,0.0
201392,0.04479166666666666
201393,0.046875
201394,0.30625
201395,0.971875
201396,0.99375
201397,0.74921875
201398,1.0
201399,0.0
201400,0.19375
201401,0.35416666666666663
201402,0.24375
201403,0.0
201404,0.03125
201405,0.996875
201406,1.0
201407,0.615625
201408,0.59375
201409,1.0
201410,0.03125
201411,0.846875
201412,0.0
201413,0.0625
201414,0.940625
201415,0.68125
201416,0.8875
201417,0.2625
201418,1.0
201419,0.975
201420,1.0
201421,0.028125
201422,0.975
201423,0.134375
201424,1.0
201425,0.015625
201426,0.184375
201427,0.175
201428,0.7375
201429,0.859375
201430,0.090625
201431,0.040625
201432,0.0
201433,0.984375
201434,0.903125
201435,0.01875
201436,0.0
201437,0.990625
201438,0.515625
201439,0.146875
201440,0.0
201441,0.275
201442,0.284375
201443,0.996875
201444,0.0
201445,0.015625
201446,0.021875
201447,0.0
201448,0.778125
201449,0.35
201450,0.624375
201451,0.778125
201452,0.959375
201453,0.075
201454,0.040625
201455,0.9875
201456,0.209375
201457,0.06875
201458,0.0375
201459,0.00625
201460,0.534375
201461,0.890625
201462,0.8625
201463,0.009375
201464,0.009375
201465,1.0
201466,0.1625
201467,0.42734375
201468,0.0
201469,0.171875
201470,0.0908952417834592
201471,0.0
201472,0.0908952417834592
201473,0.9125
201474,0.0
201475,0.021875
201476,0.85625
201477,0.0
201478,0.6377912074148296
201479,0.240625
201480,0.975
201481,0.0
201482,0.084375
201483,0.0
201484,0.996875
201485,0.75390625
201486,0.0
201487,0.0375
201488,0.265625
201489,0.88125
201490,0.7455729166666667
201491,1.0
201492,0.15625
201493,1.0
201494,0.028125
201495,0.98125
201496,1.0
201497,0.95625
201498,0.0
201499,0.753125
201500,0.16590949033391916
201501,0.978125
201502,0.9375
201503,0.953125
201504,0.940625
201505,0.884375
201506,0.03125
201507,0.0
201508,0.14375
201509,0.13125
201510,0.0
201511,0.421875
201512,0.90625
201513,0.22890625
201514,0.0
201515,0.0908952417834592
201516,0.0875
201517,0.663125
201518,0.7875
201519,0.534375
201520,0.0
201521,0.94234375
201522,0.384375
201523,0.071875
201524,0.790625
201525,0.809375
201526,0.41875
201527,0.109375
201528,0.2375
201529,0.859375
201530,0.996875
201531,0.05625
201532,1.0
201533,0.971875
201534,0.1875
201535,0.9375
201536,0.928125
201537,0.95625
201538,0.23645833333333335
201539,0.996875
201540,0.91875
201541,0.91875
201542,0.0
201543,0.81875
201544,0.8546875
201545,1.0
201546,0.790625
201547,0.4625
201548,0.0
201549,0.915625
201550,0.0
201551,0.490625
201552,0.909375
201553,0.0
201554,0.13671875
201555,0.0
201556,0.0
201557,0.0
201558,0.0625
201559,0.0
201560,0.0
201561,0.996875
201562,0.9364583333333332
201563,0.146875
201564,0.134375
201565,0.034375
201566,1.0
201567,0.89375
201568,0.2852678571428572
201569,0.875
201570,1.0
201571,0.0
201572,0.975
201573,0.05
201574,0.0
201575,0.0
201576,0.0
201577,0.7666666666666666
201578,0.953125
201579,0.0
201580,0.203125
201581,0.0125
201582,0.0
201583,0.165625
201584,0.884375
201585,0.0
201586,0.359375
201587,1.0
201588,0.7114583333333333
201589,0.975
201590,0.0
201591,0.978125
201592,0.784375
201593,0.190625
201594,0.96875
201595,0.86875
201596,0.9
201597,0.73125
201598,0.034375
201599,0.86875
201600,0.0908952417834592
201601,0.753125
201602,0.85625
201603,0.9625
201604,0.0
201605,0.0
201606,0.909375
201607,0.040625
201608,0.15625
201609,0.721875
201610,0.196875
201611,0.8645833333333333
201612,0.74375
201613,0.8528125
201614,0.98125
201615,0.034375
201616,0.975
201617,0.103125
201618,0.99375
201619,1.0
201620,0.090625
201621,0.98125
201622,0.915625
201623,0.8625
201624,0.265625
201625,1.0
201626,0.934375
201627,0.996875
201628,0.04375
201629,1.0
201630,1.0
201631,0.009375
201632,0.0
201633,0.515625
201634,1.0
201635,0.221875
201636,1.0
201637,0.890625
201638,0.9875
201639,0.0
201640,0.93125
201641,0.896875
201642,0.18984375
201643,0.146875
201644,0.83125
201645,0.95625
201646,0.04625
201647,0.0
201648,0.0
201649,0.2125
201650,0.778125
201651,1.0
201652,1.0
201653,0.003125
201654,0.23125
201655,0.775
201656,0.25
201657,0.984375
201658,0.990625
201659,0.078125
201660,0.9375
201661,0.08125
201662,0.159375
201663,1.0
201664,1.0
201665,0.075
201666,0.7875
201667,0.1625
201668,0.996875
201669,1.0
201670,0.8328125
201671,0.0
201672,0.253125
201673,0.909375
201674,0.0
201675,0.83125
201676,0.653125
201677,0.365625
201678,0.65078125
201679,0.71875
201680,0.915625
201681,0.20625
201682,0.984375
201683,0.0
201684,0.034375
201685,0.99375
201686,0.184375
201687,0.556875
201688,1.0
201689,0.0
201690,0.125
201691,0.953125
201692,0.690625
201693,0.73125
201694,0.971875
201695,0.0
201696,0.94375
201697,0.9875
201698,0.95
201699,0.996875
201700,0.134375
201701,0.084375
201702,0.934375
201703,0.028125
201704,1.0
201705,0.840625
201706,0.921875
201707,0.778125
201708,0.0
201709,0.9625
201710,0.753125
201711,1.0
201712,0.140625
201713,0.9375
201714,0.0
201715,0.865625
201716,0.79375
201717,0.190625
201718,0.9125
201719,0.20625
201720,0.7953125
201721,0.0
201722,0.08125
201723,0.815625
201724,0.115625
201725,0.3125
201726,0.81875
201727,0.1109375
201728,0.0
201729,0.984375
201730,0.85625
201731,0.809375
201732,0.0
201733,0.803125
201734,0.575
201735,1.0
201736,0.05625
201737,0.0
201738,0.04375
201739,0.0
201740,0.003125
201741,0.8508928571428571
201742,0.671875
201743,0.68125
201744,0.0
201745,0.296875
201746,0.959375
201747,0.903125
201748,0.9930121527777779
201749,0.709375
201750,0.0
201751,0.259375
201752,0.16875
201753,0.078125
201754,0.0
201755,0.99375
201756,0.965625
201757,0.959375
201758,0.990625
201759,0.146875
201760,0.0
201761,0.915625
201762,0.6875
201763,1.0
201764,0.1375
201765,1.0
